,Unnamed: 0,title,author,university,link,body
160,160,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Isabelle Dionne,Université de Sherbrooke,https://cognit.ca/en/research/project/149399, 
161,161,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Dawn M Bowdish,McMaster University,https://cognit.ca/en/research/project/149399, 
162,162,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Sonia S Anand,McMaster University,https://cognit.ca/en/research/project/149399, 
163,163,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Lynne E Young,University of Victoria,https://cognit.ca/en/research/project/149399, 
164,164,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Harriet L Macmillan,McMaster University,https://cognit.ca/en/research/project/149399, 
165,165,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Margaret F Crossley,University of Saskatchewan,https://cognit.ca/en/research/project/149399, 
166,166,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Jo-Ann Sawatzky,University of Manitoba,https://cognit.ca/en/research/project/149399, 
167,167,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Norah C Keating,University of Alberta,https://cognit.ca/en/research/project/149399, 
168,168,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Lynne E Young,University of Victoria,https://cognit.ca/en/research/project/149399, 
169,169,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Karen M Kobayashi,University of Victoria,https://cognit.ca/en/research/project/149399, 
170,170,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Vanessa Taler,University of Ottawa,https://cognit.ca/en/research/project/149399, 
171,171,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Lauren E Griffith,McMaster University,https://cognit.ca/en/research/project/149399, 
172,172,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Kimberlyn M McGrail,University of British Columbia,https://cognit.ca/en/research/project/149399, 
173,173,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Mary C Tierney,University of Toronto,https://cognit.ca/en/research/project/149399, 
174,174,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Colette M Smart,University of Victoria,https://cognit.ca/en/research/project/149399, 
175,175,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Teresa Y Liu-Ambrose,University of British Columbia,https://cognit.ca/en/research/project/149399, 
176,176,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Margaret F Crossley,University of Saskatchewan,https://cognit.ca/en/research/project/149399, 
177,177,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Shahin Shooshtari,University of Manitoba,https://cognit.ca/en/research/project/149399, 
178,178,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Sophie Laforest,University of Montreal,https://cognit.ca/en/research/project/149399, 
179,179,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Bryna Shatenstein,University of Montreal,https://cognit.ca/en/research/project/149399, 
180,180,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Jane R Rylett,Western University,https://cognit.ca/en/research/project/149399, 
181,181,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Cynthia M Balion,Hamilton Civic Hospital,https://cognit.ca/en/research/project/149399, 
182,182,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),William D Leslie,University of Manitoba,https://cognit.ca/en/research/project/149399, 
183,183,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Hélène Payette,Université de Sherbrooke,https://cognit.ca/en/research/project/149399, 
184,184,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Mary E Thompson,University of Waterloo,https://cognit.ca/en/research/project/149399, 
185,185,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Andrea Gonzalez,McMaster University,https://cognit.ca/en/research/project/149399, 
186,186,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Holly A Tuokko,University of Victoria,https://cognit.ca/en/research/project/149399, 
187,187,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Martine Simard,Laval University,https://cognit.ca/en/research/project/149399, 
188,188,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Teresa Y Liu-Ambrose,University of British Columbia,https://cognit.ca/en/research/project/149399, 
189,189,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),. Jonathan A Stoessl,University of British Columbia,https://cognit.ca/en/research/project/149399, 
190,190,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Daniel Bailis,University of Manitoba,https://cognit.ca/en/research/project/149399, 
191,191,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Bryna Shatenstein,University of Montreal,https://cognit.ca/en/research/project/149399, 
192,192,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),David B Hogan,University of Calgary,https://cognit.ca/en/research/project/149399, 
193,193,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Tamàs Fulop,Université de Sherbrooke,https://cognit.ca/en/research/project/149399, 
194,194,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Lesley Ritchie,University of Manitoba,https://cognit.ca/en/research/project/149399, 
195,195,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Daniel S Sitar,University of Manitoba,https://cognit.ca/en/research/project/149399, 
196,196,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Barbara A Mitchell,Simon Fraser University,https://cognit.ca/en/research/project/149399, 
197,197,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Yaping Jin,University of Toronto,https://cognit.ca/en/research/project/149399, 
198,198,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Margaret F Crossley,University of Saskatchewan,https://cognit.ca/en/research/project/149399, 
199,199,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Linda J Garcia,University of Ottawa,https://cognit.ca/en/research/project/149399, 
200,200,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Brenda H Vrkljan,McMaster University,https://cognit.ca/en/research/project/149399, 
201,201,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Gerry J Mugford,Memorial University of Newfoundland,https://cognit.ca/en/research/project/149399, 
202,202,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Michelle M Lobchuk,University of Manitoba,https://cognit.ca/en/research/project/149399, 
203,203,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Lucia Gagliese,York University,https://cognit.ca/en/research/project/149399, 
204,204,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Barbara A Mitchell,Simon Fraser University,https://cognit.ca/en/research/project/149399, 
205,205,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Corey S Mackenzie,University of Manitoba,https://cognit.ca/en/research/project/149399, 
206,206,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Daniel S Sitar,University of Manitoba,https://cognit.ca/en/research/project/149399, 
207,207,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Carolyn A De Coster,University of Manitoba,https://cognit.ca/en/research/project/149399, 
208,208,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Lesley Ritchie,University of Manitoba,https://cognit.ca/en/research/project/149399, 
209,209,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Linda J Garcia,University of Ottawa,https://cognit.ca/en/research/project/149399, 
210,210,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Proton Rahman,Memorial University of Newfoundland,https://cognit.ca/en/research/project/149399, 
211,211,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Andrew Sixsmith,Simon Fraser University,https://cognit.ca/en/research/project/149399, 
212,212,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Martin Bilodeau,University of Ottawa,https://cognit.ca/en/research/project/149399, 
213,213,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Donna C Collins,University of Manitoba,https://cognit.ca/en/research/project/149399, 
214,214,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Robert B Tate,University of Manitoba,https://cognit.ca/en/research/project/149399, 
215,215,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Stuart W Macdonald,University of Victoria,https://cognit.ca/en/research/project/149399, 
216,216,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Karen M Kobayashi,University of Victoria,https://cognit.ca/en/research/project/149399, 
217,217,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Michelle M Lobchuk,University of Manitoba,https://cognit.ca/en/research/project/149399, 
218,218,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Robert J Petrella,Western University,https://cognit.ca/en/research/project/149399, 
219,219,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Stuart W Macdonald,University of Victoria,https://cognit.ca/en/research/project/149399, 
220,220,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Lynne E Young,University of Victoria,https://cognit.ca/en/research/project/149399, 
221,221,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Hossein S Sadrzadeh,University of Calgary,https://cognit.ca/en/research/project/149399, 
222,222,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),François Beland,University of Montreal,https://cognit.ca/en/research/project/149399, 
223,223,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Malcolm B Doupe,University of Manitoba,https://cognit.ca/en/research/project/149399, 
224,224,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Michelle M Lobchuk,University of Manitoba,https://cognit.ca/en/research/project/149399, 
225,225,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Dawn M Bowdish,McMaster University,https://cognit.ca/en/research/project/149399, 
226,226,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Janet L Ingles,Dalhousie University,https://cognit.ca/en/research/project/149399, 
227,227,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Brenda Austin-Smith,University of Manitoba,https://cognit.ca/en/research/project/149399, 
228,228,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Patrick S Davidson,University of Ottawa,https://cognit.ca/en/research/project/149399, 
229,229,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Lise Gauvin,Centre hospitalier de l'université de Montréal,https://cognit.ca/en/research/project/149399, 
230,230,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Vanessa Taler,University of Ottawa,https://cognit.ca/en/research/project/149399, 
231,231,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Andrew Sixsmith,Simon Fraser University,https://cognit.ca/en/research/project/149399, 
232,232,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Michelle M Porter,University of Manitoba,https://cognit.ca/en/research/project/149399, 
233,233,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Ronald B Postuma,McGill University,https://cognit.ca/en/research/project/149399, 
234,234,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),David Wolfson,McGill University,https://cognit.ca/en/research/project/149399, 
235,235,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Carol E Greenwood,University of Toronto,https://cognit.ca/en/research/project/149399, 
236,236,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Tamàs Fulop,Université de Sherbrooke,https://cognit.ca/en/research/project/149399, 
237,237,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Laura Taylor,University of Manitoba,https://cognit.ca/en/research/project/149399, 
238,238,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Bert Taylor,University of Manitoba,https://cognit.ca/en/research/project/149399, 
239,239,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Michael R Veall,McMaster University,https://cognit.ca/en/research/project/149399, 
240,240,Canadian Longitudinal Study on Aging ( 2014/15-2020/21 ),Scott A Lear,Simon Fraser University,https://cognit.ca/en/research/project/149399, 
241,241,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Francois Lamontagne,Université de Sherbrooke,https://cognit.ca/en/research/project/232364, 
242,242,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",Francois Lamontagne,Université de Sherbrooke,https://cognit.ca/en/research/project/216338, 
243,243,Canadian COVID-19 Prospective Cohort Study (CanCOV) ( 2020/21 ),Claudia C Dos Santos,St. Michael's Hospital,https://cognit.ca/en/research/project/232364, 
244,244,"Canadian Sepsis Research Network: Improving Care Before, During and After Sepsis. ( 2019/20-2020/21 )",Claudia C Dos Santos,St. Michael's Hospital,https://cognit.ca/en/research/project/216338, 
